SR.No,text,Timestamp,Username,Platform,Hashtags,Retweets,Likes,Country,preprocessed_text,sentiment_score,sentiment_label
681,Experimenting with a new hair color. A bold change for a bold semester! ,07-09-2023 18:20, HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20,39, USA,experimenting new hair color bold change bold semester,0.6696,Positive
682,Building a time capsule to capture memories for the future. Time-traveling emotions! ,08-09-2023 14:15, TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26,48, Canada,building time capsule capture memories future time-traveling emotions,0.0,Neutral
683,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,09-09-2023 17:30, ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16,32, USA,accidentally walked wrong classroom first day classroom mix-up awkward start,-0.75,Negative
684,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,10-09-2023 20:45, SmoothieConnoisseurHighSchool , Instagram , #HealthyLiving #HighSchoolWellness ,23,42, UK,trying new smoothie recipe healthy start week smoothie enthusiast level,0.6696,Positive
685,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,11-09-2023 15:45, OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15,28, USA,reflecting challenges school year feeling bit overwhelmed assignments,0.25,Positive
686,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,12-09-2023 12:30, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18,36, Canada,encountered mean-spirited comments online dealing online hate never easy,-0.7274,Negative
687,Had a bad day at school. Everything seems to be going wrong. ,13-09-2023 16:45, ToughDayHighSchool , Facebook , #BadDay #HighSchoolBlues ,20,40, UK,bad day school everything seems going wrong,-0.765,Negative
688,Feeling down after not making the sports team. Disappointment lingers. ,14-09-2023 18:20, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17,34, USA,feeling making sports team disappointment lingers,-0.4215,Negative
689,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,15-09-2023 14:15, CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21,41, Canada,witnessed heated argument cafeteria unpleasant atmosphere lunch,-0.6808,Negative
690,Received a not-so-great grade on a major project. Academic frustration setting in. ,16-09-2023 17:30, ProjectGradeDisappointmentHighSchool , Facebook , #AcademicFrustration #HighSchoolStress ,19,38, UK,received not-so-great grade major project academic frustration setting,-0.4767,Negative
691,Dealing with a personal setback. Sometimes life throws unexpected challenges. ,17-09-2023 20:45, PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22,44, USA,dealing personal setback sometimes life throws unexpected challenges,0.0772,Positive
692,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,18-09-2023 22:00, LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16,31, Canada,feeling lonely saturday night sometimes solitude hits harder expected,-0.25,Negative
693,Experiencing cyberbullying. Hateful messages online are disheartening. ,19-09-2023 15:15, CyberbullyingVictimHighSchool , Facebook , #StopCyberbullying #HighSchoolReality ,14,27, UK,experiencing cyberbullying hateful messages online disheartening,-0.7184,Negative
694,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,20-09-2023 12:30, RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18,35, USA,caught torrential rainstorm without umbrella today 's weather bad luck,-0.128,Negative
695,Missing an important event due to unforeseen circumstances. A day filled with sadness. ,21-09-2023 16:45, MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20,39, Canada,missing important event due unforeseen circumstances day filled sadness,-0.5106,Negative
696,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,22-09-2023 18:20, RumorVictimHighSchool , Facebook , #RumorMills #HighSchoolDrama ,23,46, UK,dealing unfounded rumors circulating personal life rumors hurtful,-0.5267,Negative
697,Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,23-09-2023 14:15, FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25,50, USA,got flat tire way important meeting talk series bad events,-0.4574,Negative
698,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,24-09-2023 17:30, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21,42, Canada,feeling sense emptiness close friend moves away farewells always sad,-0.3182,Negative
699,Facing rejection from a dream college. Disheartened but determined to explore other paths. ,25-09-2023 20:45, CollegeRejectionHighSchool , Facebook , #CollegeDreams #HighSchoolJourney ,19,37, UK,facing rejection dream college disheartened determined explore paths,0.0644,Positive
700,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,26-09-2023 14:15, GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16,32, USA,encountering online toxicity gaming session hateful comments ruin fun,-0.5719,Negative
701,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,27-09-2023 17:30, BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18,36, Canada,bad hair day feeling self-conscious bad hair days affect confidence,-0.4939,Negative
702,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,28-09-2023 22:00, ProjectFailureDespairHighSchool , Facebook , #ProjectStruggles #HighSchoolHardships ,21,41, UK,feeling sense despair major project failure hard work n't pay time,-0.6374,Negative
703,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,29-09-2023 15:45, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24,48, USA,experiencing hate comments expressing personal opinions online negativity prevails,-0.7906,Negative
704,Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,30-09-2023 18:20, TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22,43, Canada,string bad luck constant technology malfunctions tech troubles galore,-0.5848,Negative
705,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,01-10-2023 14:15, MissedEventBluesHighSchool , Facebook , #MissedMoments #HighSchoolRegret ,20,39, UK,missing long-anticipated event due unexpected circumstances day filled sadness,-0.6249,Negative
706,Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,02-10-2023 16:45, StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23,42, USA,trying new study technique upcoming exams exploring different learning strategies,0.0,Neutral
707,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,03-10-2023 12:30, CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26,50, Canada,organizing community cleanup event cleaner neighborhood promoting environmental awareness,0.4939,Positive
708,Sharing favorite book recommendations with classmates. Building a mini book club. ,04-10-2023 18:20, BookRecommendationsHighSchool , Facebook , #BookClub #HighSchoolReads ,19,38, UK,sharing favorite book recommendations classmates building mini book club,0.7003,Positive
709,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,05-10-2023 14:15, BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21,43, USA,experimenting new recipe school bake sale baking adventures kitchen,0.34,Positive
710,Collaborating on a school project with peers. Teamwork makes the dream work. ,06-10-2023 17:30, SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18,36, Canada,collaborating school project peers teamwork makes dream work,0.25,Positive
711,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,07-10-2023 20:45, ExtracurricularExplorationHighSchool , Instagram , #SchoolClubs #HighSchoolInterests ,22,45, UK,attending school club meeting explore new interests dabbling extracurricular activities,0.25,Positive
712,Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,08-10-2023 15:15, PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24,48, USA,exploring new part-time job opportunity gaining work experience career development progress,0.8126,Positive
713,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,09-10-2023 22:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20,40, Canada,attending school assembly stay informed upcoming events announcements staying connected school activities,0.0,Neutral
714,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,10-10-2023 14:15, PhotographyHobbyHighSchool , Instagram , #PhotographyJourney #HighSchoolHobbies ,25,49, UK,exploring new hobby photography free time capturing moments lens,0.5106,Positive
715,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,11-10-2023 16:45, ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19,37, USA,participating science fair showcase unique experiment sharing knowledge peers,0.6249,Positive
716,Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,12-10-2023 18:20, TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23,44, Canada,attending workshop time management enhance organizational skills striving efficiency,0.3612,Positive
717,Volunteering at a local charity event to give back to the community. Contributing to social causes. ,13-10-2023 12:30, CharityEventVolunteerHighSchool , Instagram , #CommunityService #HighSchoolVolunteer ,20,39, UK,volunteering local charity event give back community contributing social causes,0.4215,Positive
718,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,14-10-2023 17:30, GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18,35, USA,collaborating group project promote teamwork shared responsibilities group effort action,0.6124,Positive
719,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,15-10-2023 20:45, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22,43, Canada,participating debate club enhance critical thinking communication skills intellectual engagement progress,0.7783,Positive
720,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,16-10-2023 15:45, BirthdaySurpriseHighSchool , Instagram , #SurpriseParty #HighSchoolCelebration ,27,52, UK,celebrating friend 's birthday surprise party joyful moments laughter around,0.9422,Positive
721,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,17-10-2023 12:30, CodingSuccessHighSchool , Twitter , #CodingTriumph #HighSchoolTech ,24,48, USA,successfully completing challenging coding project excitement overcoming coding hurdles,0.807,Positive
722,Attending a school talent show to support classmates. Applauding the diverse talents on display! ,18-10-2023 16:45, TalentShowSupportHighSchool , Facebook , #TalentShow #HighSchoolEntertainment ,19,38, Canada,attending school talent show support classmates applauding diverse talents display,0.8977,Positive
723,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",19-10-2023 18:20, WeekendHikeHighSchool , Instagram , #NatureAdventures #HighSchoolFriends ,21,42, UK,exploring new hiking trail friends weekend nature laughter good vibes,0.8588,Positive
724,Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,20-10-2023 14:15, SportsVictoryHighSchool , Twitter , #SportsTriumph #HighSchoolAthletics ,26,50, USA,winning friendly sports competition rival schools victory celebrations full swing,0.784,Positive
725,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,21-10-2023 17:30, PenPalConnectionHighSchool , Facebook , #GlobalFriendship #HighSchoolCorrespondence ,23,45, Canada,receiving heartfelt letter pen pal another country connecting across globe,0.5848,Positive
726,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,22-10-2023 20:45, MuralCreationHighSchool , Instagram , #ArtCollaboration #HighSchoolCreativity ,22,43, UK,creating beautiful mural fellow art enthusiasts power collaboration creativity,0.8858,Positive
